100,0.0009961128234863281,Insertion Sort,Nao,0,1
100,0.014000892639160156,Insertion Sort,Sim,0,1
100,0.000993490219116211,Bucket Sort,Nao,10,1
100,0.0010018348693847656,Bucket Sort,Nao,100,1
100,0.0,Bucket Sort,Nao,1000,1
100,0.013993263244628906,Bucket Sort,Sim,10,1
100,0.01400136947631836,Bucket Sort,Sim,100,1
100,0.01352834701538086,Bucket Sort,Sim,1000,1
200,0.0019979476928710938,Insertion Sort,Nao,0,1
200,0.015002250671386719,Insertion Sort,Sim,0,1
200,0.0010001659393310547,Bucket Sort,Nao,10,1
200,0.001004934310913086,Bucket Sort,Nao,100,1
200,0.0009963512420654297,Bucket Sort,Nao,1000,1
200,0.014006614685058594,Bucket Sort,Sim,10,1
200,0.013004779815673828,Bucket Sort,Sim,100,1
200,0.013428449630737305,Bucket Sort,Sim,1000,1
500,0.013000249862670898,Insertion Sort,Nao,0,1
500,0.0169985294342041,Insertion Sort,Sim,0,1
500,0.0019986629486083984,Bucket Sort,Nao,10,1
500,0.0,Bucket Sort,Nao,100,1
500,0.0020024776458740234,Bucket Sort,Nao,1000,1
500,0.015020370483398438,Bucket Sort,Sim,10,1
500,0.01453256607055664,Bucket Sort,Sim,100,1
500,0.014002561569213867,Bucket Sort,Sim,1000,1
1000,0.05600285530090332,Insertion Sort,Nao,0,1
1000,0.030054569244384766,Insertion Sort,Sim,0,1
1000,0.005500316619873047,Bucket Sort,Nao,10,1
1000,0.0014028549194335938,Bucket Sort,Nao,100,1
1000,0.003268718719482422,Bucket Sort,Nao,1000,1
1000,0.022053956985473633,Bucket Sort,Sim,10,1
1000,0.016541242599487305,Bucket Sort,Sim,100,1
1000,0.015003681182861328,Bucket Sort,Sim,1000,1
2000,0.2373366355895996,Insertion Sort,Nao,0,1
2000,0.0685567855834961,Insertion Sort,Sim,0,1
2000,0.021988868713378906,Bucket Sort,Nao,10,1
2000,0.004007816314697266,Bucket Sort,Nao,100,1
2000,0.00400543212890625,Bucket Sort,Nao,1000,1
2000,0.0370028018951416,Bucket Sort,Sim,10,1
2000,0.017006397247314453,Bucket Sort,Sim,100,1
2000,0.015002250671386719,Bucket Sort,Sim,1000,1
5000,1.4644880294799805,Insertion Sort,Nao,0,1
5000,0.4144277572631836,Insertion Sort,Sim,0,1
5000,0.14065313339233398,Bucket Sort,Nao,10,1
5000,0.014994382858276367,Bucket Sort,Nao,100,1
5000,0.0050013065338134766,Bucket Sort,Nao,1000,1
5000,0.15663719177246094,Bucket Sort,Sim,10,1
5000,0.029998064041137695,Bucket Sort,Sim,100,1
5000,0.018013715744018555,Bucket Sort,Sim,1000,1
7500,3.3121917247772217,Insertion Sort,Nao,0,1
7500,0.8083412647247314,Insertion Sort,Sim,0,1
7500,0.31945347785949707,Bucket Sort,Nao,10,1
7500,0.03459429740905762,Bucket Sort,Nao,100,1
7500,0.009996891021728516,Bucket Sort,Nao,1000,1
7500,0.33265042304992676,Bucket Sort,Sim,10,1
7500,0.047544002532958984,Bucket Sort,Sim,100,1
7500,0.020992517471313477,Bucket Sort,Sim,1000,1
10000,5.998782634735107,Insertion Sort,Nao,0,1
10000,1.422842025756836,Insertion Sort,Sim,0,1
10000,0.5588827133178711,Bucket Sort,Nao,10,1
10000,0.05623340606689453,Bucket Sort,Nao,100,1
10000,0.01099395751953125,Bucket Sort,Nao,1000,1
10000,0.6032562255859375,Bucket Sort,Sim,10,1
10000,0.07152748107910156,Bucket Sort,Sim,100,1
10000,0.025998830795288086,Bucket Sort,Sim,1000,1
15000,13.71045184135437,Insertion Sort,Nao,0,1
15000,3.2436516284942627,Insertion Sort,Sim,0,1
15000,1.3891866207122803,Bucket Sort,Nao,10,1
15000,0.12652826309204102,Bucket Sort,Nao,100,1
15000,0.01799631118774414,Bucket Sort,Nao,1000,1
15000,1.2893166542053223,Bucket Sort,Sim,10,1
15000,0.13906383514404297,Bucket Sort,Sim,100,1
15000,0.03300666809082031,Bucket Sort,Sim,1000,1
30000,53.14275407791138,Insertion Sort,Nao,0,1
30000,12.980358123779297,Insertion Sort,Sim,0,1
30000,5.243221998214722,Bucket Sort,Nao,10,1
30000,0.5201430320739746,Bucket Sort,Nao,100,1
30000,0.059098243713378906,Bucket Sort,Nao,1000,1
30000,5.332447290420532,Bucket Sort,Sim,10,1
30000,0.5172274112701416,Bucket Sort,Sim,100,1
30000,0.06844043731689453,Bucket Sort,Sim,1000,1
100,0.0,Insertion Sort,Nao,0,2
100,0.02400064468383789,Insertion Sort,Sim,0,2
100,0.0,Bucket Sort,Nao,10,2
100,0.0,Bucket Sort,Nao,100,2
100,0.0010039806365966797,Bucket Sort,Nao,1000,2
100,0.04017448425292969,Bucket Sort,Sim,10,2
