100,0.0,Insertion Sort,Nao,0,1
100,0.013014793395996094,Insertion Sort,Sim,0,1
100,0.0,Bucket Sort,Nao,10,1
100,0.0010027885437011719,Bucket Sort,Nao,100,1
100,0.0015058517456054688,Bucket Sort,Nao,1000,1
100,0.013004779815673828,Bucket Sort,Sim,10,1
100,0.015001058578491211,Bucket Sort,Sim,100,1
100,0.014993667602539062,Bucket Sort,Sim,1000,1
200,0.0,Insertion Sort,Nao,0,1
200,0.012998819351196289,Insertion Sort,Sim,0,1
200,0.0,Bucket Sort,Nao,10,1
200,0.0010046958923339844,Bucket Sort,Nao,100,1
200,0.001003265380859375,Bucket Sort,Nao,1000,1
200,0.014002799987792969,Bucket Sort,Sim,10,1
200,0.014003515243530273,Bucket Sort,Sim,100,1
200,0.013999462127685547,Bucket Sort,Sim,1000,1
500,0.0,Insertion Sort,Nao,0,1
500,0.014017343521118164,Insertion Sort,Sim,0,1
500,0.001009225845336914,Bucket Sort,Nao,10,1
500,0.0,Bucket Sort,Nao,100,1
500,0.0019991397857666016,Bucket Sort,Nao,1000,1
500,0.014001131057739258,Bucket Sort,Sim,10,1
500,0.014000415802001953,Bucket Sort,Sim,100,1
500,0.014991998672485352,Bucket Sort,Sim,1000,1
1000,0.0010001659393310547,Insertion Sort,Nao,0,1
1000,0.016018152236938477,Insertion Sort,Sim,0,1
1000,0.0012199878692626953,Bucket Sort,Nao,10,1
1000,0.0009918212890625,Bucket Sort,Nao,100,1
1000,0.0019948482513427734,Bucket Sort,Nao,1000,1
1000,0.015003442764282227,Bucket Sort,Sim,10,1
1000,0.01399850845336914,Bucket Sort,Sim,100,1
1000,0.014999628067016602,Bucket Sort,Sim,1000,1
2000,0.0,Insertion Sort,Nao,0,1
2000,0.015099525451660156,Insertion Sort,Sim,0,1
2000,0.0,Bucket Sort,Nao,10,1
2000,0.0009920597076416016,Bucket Sort,Nao,100,1
2000,0.002992391586303711,Bucket Sort,Nao,1000,1
2000,0.015993595123291016,Bucket Sort,Sim,10,1
2000,0.01600027084350586,Bucket Sort,Sim,100,1
2000,0.015015840530395508,Bucket Sort,Sim,1000,1
5000,0.000993967056274414,Insertion Sort,Nao,0,1
5000,0.015995264053344727,Insertion Sort,Sim,0,1
5000,0.0029938220977783203,Bucket Sort,Nao,10,1
5000,0.0029969215393066406,Bucket Sort,Nao,100,1
5000,0.0049991607666015625,Bucket Sort,Nao,1000,1
5000,0.01600193977355957,Bucket Sort,Sim,10,1
5000,0.017017126083374023,Bucket Sort,Sim,100,1
5000,0.018047571182250977,Bucket Sort,Sim,1000,1
7500,0.0010030269622802734,Insertion Sort,Nao,0,1
7500,0.014991521835327148,Insertion Sort,Sim,0,1
7500,0.00299835205078125,Bucket Sort,Nao,10,1
7500,0.0029964447021484375,Bucket Sort,Nao,100,1
7500,0.005997180938720703,Bucket Sort,Nao,1000,1
7500,0.01605677604675293,Bucket Sort,Sim,10,1
7500,0.01700758934020996,Bucket Sort,Sim,100,1
7500,0.018994808197021484,Bucket Sort,Sim,1000,1
10000,0.0009927749633789062,Insertion Sort,Nao,0,1
10000,0.015016794204711914,Insertion Sort,Sim,0,1
10000,0.004040718078613281,Bucket Sort,Nao,10,1
10000,0.004995584487915039,Bucket Sort,Nao,100,1
10000,0.006990671157836914,Bucket Sort,Nao,1000,1
10000,0.018008708953857422,Bucket Sort,Sim,10,1
10000,0.01799941062927246,Bucket Sort,Sim,100,1
10000,0.019088029861450195,Bucket Sort,Sim,1000,1
15000,0.001995563507080078,Insertion Sort,Nao,0,1
15000,0.015997886657714844,Insertion Sort,Sim,0,1
15000,0.006996870040893555,Bucket Sort,Nao,10,1
15000,0.007992982864379883,Bucket Sort,Nao,100,1
